CountryName,RegionName,Date,C1_School closing,C2_Workplace closing,C3_Cancel public events,C4_Restrictions on gatherings,C5_Close public transport,C6_Stay at home requirements,C7_Restrictions on internal movement,C8_International travel controls,H1_Public information campaigns,H2_Testing policy,H3_Contact tracing,H6_Facial Coverings,GeoID,PrescriptionIndex
Taiwan,,2020-08-05,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,Taiwan__,8
Tanzania,,2020-08-05,3.0,2.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Tanzania__,8
Uganda,,2020-08-05,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Uganda__,8
Ukraine,,2020-08-05,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Ukraine__,8
Uruguay,,2020-08-05,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,Uruguay__,8
United States,,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__,8
United States,Alaska,2020-08-05,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Alaska,8
United States,Alabama,2020-08-05,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Alabama,8
United States,Arkansas,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Arkansas,8
United States,Arizona,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Arizona,8
United States,California,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__California,8
United States,Colorado,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Colorado,8
United States,Connecticut,2020-08-05,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Connecticut,8
United States,Washington DC,2020-08-05,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Washington DC,8
United States,Delaware,2020-08-05,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Delaware,8
United States,Florida,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Florida,8
United States,Georgia,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Georgia,8
United States,Hawaii,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Hawaii,8
United States,Iowa,2020-08-05,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Iowa,8
United States,Idaho,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Idaho,8
United States,Illinois,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Illinois,8
United States,Indiana,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Indiana,8
United States,Kansas,2020-08-05,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Kansas,8
United States,Kentucky,2020-08-05,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Kentucky,8
United States,Louisiana,2020-08-05,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Louisiana,8
United States,Massachusetts,2020-08-05,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Massachusetts,8
United States,Maryland,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Maryland,8
United States,Maine,2020-08-05,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Maine,8
United States,Michigan,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,United States__Michigan,8
United States,Minnesota,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Minnesota,8
United States,Missouri,2020-08-05,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Missouri,8
United States,Mississippi,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Mississippi,8
United States,Montana,2020-08-05,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Montana,8
United States,North Carolina,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__North Carolina,8
United States,North Dakota,2020-08-05,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,United States__North Dakota,8
United States,Nebraska,2020-08-05,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Nebraska,8
United States,New Hampshire,2020-08-05,0.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__New Hampshire,8
United States,New Jersey,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__New Jersey,8
United States,New Mexico,2020-08-05,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__New Mexico,8
United States,Nevada,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Nevada,8
United States,New York,2020-08-05,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__New York,8
United States,Ohio,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Ohio,8
United States,Oklahoma,2020-08-05,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Oklahoma,8
United States,Oregon,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Oregon,8
United States,Pennsylvania,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Pennsylvania,8
United States,Rhode Island,2020-08-05,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Rhode Island,8
United States,South Carolina,2020-08-05,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__South Carolina,8
United States,South Dakota,2020-08-05,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__South Dakota,8
United States,Tennessee,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Tennessee,8
United States,Texas,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Texas,8
United States,Utah,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Utah,8
United States,Virginia,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Virginia,8
United States,Virgin Islands,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Virgin Islands,8
United States,Vermont,2020-08-05,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Vermont,8
United States,Washington,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Washington,8
United States,Wisconsin,2020-08-05,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Wisconsin,8
United States,West Virginia,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__West Virginia,8
United States,Wyoming,2020-08-05,3.0,3.0,0.0,0.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,United States__Wyoming,8
Uzbekistan,,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Uzbekistan__,8
Venezuela,,2020-08-05,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Venezuela__,8
British Virgin Islands,,2020-08-05,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,2.0,0.0,0.0,British Virgin Islands__,8
United States Virgin Islands,,2020-08-05,3.0,1.0,2.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,0.0,4.0,United States Virgin Islands__,8
Vietnam,,2020-08-05,3.0,3.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Vietnam__,8
Vanuatu,,2020-08-05,3.0,0.0,0.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vanuatu__,8
Yemen,,2020-08-05,0.0,0.0,0.0,4.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,Yemen__,8
South Africa,,2020-08-05,3.0,3.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,South Africa__,8
Zambia,,2020-08-05,3.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,Zambia__,8
Zimbabwe,,2020-08-05,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Zimbabwe__,8
Aruba,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,4.0,Aruba__,9
Afghanistan,,2020-08-01,3.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Afghanistan__,9
Angola,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,1.0,0.0,Angola__,9
Anguilla,,2020-08-01,3.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,0.0,0.0,4.0,Anguilla__,9
Albania,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Albania__,9
Andorra,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Andorra__,9
United Arab Emirates,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,United Arab Emirates__,9
Argentina,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,Argentina__,9
Australia,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,Australia__,9
Austria,,2020-08-01,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Austria__,9
Azerbaijan,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Azerbaijan__,9
Burundi,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,4.0,Burundi__,9
Belgium,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Belgium__,9
Benin,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Benin__,9
Burkina Faso,,2020-08-01,0.0,3.0,0.0,4.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0,Burkina Faso__,9
Bangladesh,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,Bangladesh__,9
Bulgaria,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Bulgaria__,9
Bahrain,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Bahrain__,9
Bosnia and Herzegovina,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Bosnia and Herzegovina__,9
Belarus,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,2.0,0.0,Belarus__,9
Belize,,2020-08-01,3.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Belize__,9
Bermuda,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Bermuda__,9
Bolivia,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Bolivia__,9
Brazil,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,Brazil__,9
Barbados,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Barbados__,9
Brunei,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Brunei__,9
Bhutan,,2020-08-01,3.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Bhutan__,9
Botswana,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Botswana__,9
Central African Republic,,2020-08-01,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Central African Republic__,9
Canada,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,Canada__,9
Switzerland,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Switzerland__,9
Chile,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Chile__,9
China,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,China__,9
Cote d'Ivoire,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,Cote d'Ivoire__,9
Cameroon,,2020-08-01,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Cameroon__,9
Democratic Republic of Congo,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,Democratic Republic of Congo__,9
Congo,,2020-08-01,3.0,3.0,0.0,4.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Congo__,9
Colombia,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,Colombia__,9
Comoros,,2020-08-01,3.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,Comoros__,9
Cape Verde,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Cape Verde__,9
Costa Rica,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,1.0,2.0,0.0,2.0,0.0,Costa Rica__,9
Cuba,,2020-08-01,3.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,Cuba__,9
Cayman Islands,,2020-08-01,2.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,0.0,0.0,4.0,Cayman Islands__,9
Cyprus,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Cyprus__,9
Czech Republic,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,Czech Republic__,9
Germany,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,Germany__,9
Djibouti,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,Djibouti__,9
Dominica,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Dominica__,9
Denmark,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Denmark__,9
Dominican Republic,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,Dominican Republic__,9
Algeria,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Algeria__,9
Ecuador,,2020-08-01,0.0,3.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,2.0,0.0,Ecuador__,9
Egypt,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,Egypt__,9
Eritrea,,2020-08-01,3.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Eritrea__,9
Spain,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Spain__,9
Estonia,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,Estonia__,9
Ethiopia,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,2.0,0.0,Ethiopia__,9
Finland,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,4.0,Finland__,9
Fiji,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Fiji__,9
Falkland Islands,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,0.0,4.0,Falkland Islands__,9
France,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,France__,9
Gabon,,2020-08-01,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,Gabon__,9
United Kingdom,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,United Kingdom__,9
United Kingdom,England,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,United Kingdom__England,9
United Kingdom,Northern Ireland,2020-08-01,3.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,0.0,0.0,United Kingdom__Northern Ireland,9
United Kingdom,Scotland,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,United Kingdom__Scotland,9
United Kingdom,Wales,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,United Kingdom__Wales,9
Georgia,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Georgia__,9
Ghana,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,Ghana__,9
Gibraltar,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Gibraltar__,9
Guinea,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,1.0,0.0,Guinea__,9
Gambia,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,4.0,0.0,3.0,0.0,0.0,Gambia__,9
Greece,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Greece__,9
Greenland,,2020-08-01,3.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,4.0,Greenland__,9
Guatemala,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Guatemala__,9
Guam,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Guam__,9
Guyana,,2020-08-01,3.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Guyana__,9
Hong Kong,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,Hong Kong__,9
Honduras,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Honduras__,9
Croatia,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,Croatia__,9
Haiti,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,Haiti__,9
Hungary,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Hungary__,9
Indonesia,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,Indonesia__,9
India,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,India__,9
Ireland,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Ireland__,9
Iran,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,0.0,Iran__,9
Iraq,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,Iraq__,9
Iceland,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,4.0,Iceland__,9
Israel,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,Israel__,9
Italy,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,Italy__,9
Jamaica,,2020-08-01,3.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,Jamaica__,9
Jordan,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,0.0,4.0,Jordan__,9
Japan,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,2.0,0.0,2.0,0.0,Japan__,9
Kazakhstan,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Kazakhstan__,9
Kenya,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,Kenya__,9
Kyrgyz Republic,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Kyrgyz Republic__,9
Cambodia,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Cambodia__,9
South Korea,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,South Korea__,9
Kuwait,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,Kuwait__,9
Laos,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,3.0,2.0,0.0,Laos__,9
Lebanon,,2020-08-01,0.0,3.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,Lebanon__,9
Liberia,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,2.0,0.0,Liberia__,9
Libya,,2020-08-01,3.0,3.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,Libya__,9
Sri Lanka,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Sri Lanka__,9
Lesotho,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Lesotho__,9
Lithuania,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,3.0,0.0,4.0,Lithuania__,9
Luxembourg,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,Luxembourg__,9
Latvia,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Latvia__,9
Macao,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,4.0,Macao__,9
Morocco,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,2.0,0.0,Morocco__,9
Moldova,,2020-08-01,0.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,2.0,0.0,0.0,0.0,Moldova__,9
Madagascar,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,Madagascar__,9
Mexico,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,Mexico__,9
Mali,,2020-08-01,3.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Mali__,9
Myanmar,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Myanmar__,9
Mongolia,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Mongolia__,9
Mozambique,,2020-08-01,3.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,2.0,0.0,Mozambique__,9
Mauritania,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,Mauritania__,9
Montserrat,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,2.0,0.0,0.0,4.0,Montserrat__,9
Mauritius,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,2.0,0.0,Mauritius__,9
Malawi,,2020-08-01,3.0,3.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,Malawi__,9
Malaysia,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,0.0,0.0,Malaysia__,9
Namibia,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,2.0,0.0,Namibia__,9
Niger,,2020-08-01,0.0,0.0,0.0,0.0,0.0,3.0,2.0,4.0,0.0,0.0,2.0,0.0,Niger__,9
Nigeria,,2020-08-01,0.0,3.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,Nigeria__,9
